DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.25-16.58.50, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.952017ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/MineBlocks/MineBLock.uasset, AllOfLoadPackage_Duration=0.032749ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000589ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.453733ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.063132ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.637826ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=55.980690ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_230, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/MineBlocks/MineBLock.uasset, FlushAsyncLoading=0.015933ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.003833ms, ResetLoadersForSaveUnMarkAllObjects=0.308882ms, TagPackageExports=21.036386ms, BeginCacheForCookedPlatformData=0.029795ms, SerializeImports=0.833124ms, GatherLocalizableTextData=0.007965ms, MarkNames=0.058416ms, SerializeSummary=0.013568ms, SerializeNames=0.206217ms, SerializeGatherableTextData=0.002362ms, BuildExportMap=0.643723ms, SortExportsNonSeekfree=2.403196ms, SortExportsSeekfreeConstructor=0.014458ms, SortExportsSeekfreeInner=4.651509ms, SortExportsSeekfree=0.009738ms, BuildDependencyMap=0.069916ms, SerializeImportMap=0.018585ms, SerializeExportMap=0.024192ms, SerializeDependencyMap=0.008557ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.026256ms, SerializeExports=0.228342ms, SerializeBulkData=0.011802ms, AsyncWrite=0.075229ms, UnaccountedTime=0.132166ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Core/SpawnPoint.uasset, AllOfLoadPackage_Duration=0.033040ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.025079ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.052217ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.049859ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=8.809462ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_231, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Core/SpawnPoint.uasset, FlushAsyncLoading=0.012390ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.082016ms, TagPackageExports=1.678344ms, BeginCacheForCookedPlatformData=0.008259ms, SerializeImports=0.102077ms, GatherLocalizableTextData=0.004131ms, MarkNames=0.011798ms, SerializeSummary=0.010327ms, SerializeNames=0.037465ms, SerializeGatherableTextData=0.002068ms, BuildExportMap=0.097945ms, SortExportsNonSeekfree=0.031862ms, SortExportsSeekfreeConstructor=0.008848ms, SortExportsSeekfreeInner=3.356099ms, SortExportsSeekfree=0.007670ms, BuildDependencyMap=0.017110ms, SerializeImportMap=0.005901ms, SerializeExportMap=0.004720ms, SerializeDependencyMap=0.002656ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013571ms, SerializeExports=0.048973ms, SerializeBulkData=0.009440ms, AsyncWrite=0.072572ms, UnaccountedTime=0.139840ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Core/SideScrollerGameMode.uasset, AllOfLoadPackage_Duration=4.743848ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006787ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.089686ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.029799ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=5.884085ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_232, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Core/SideScrollerGameMode.uasset, FlushAsyncLoading=0.011798ms, FlushStreamingFunc=0.005607ms, BlockTillAllRequestsFinished=0.004131ms, ResetLoadersForSaveUnMarkAllObjects=0.081424ms, TagPackageExports=0.290886ms, BeginCacheForCookedPlatformData=0.006195ms, SerializeImports=0.057526ms, GatherLocalizableTextData=0.003543ms, MarkNames=0.007965ms, SerializeSummary=0.009440ms, SerializeNames=0.026848ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.048973ms, SortExportsNonSeekfree=0.014748ms, SortExportsSeekfreeConstructor=0.008557ms, SortExportsSeekfreeInner=3.675010ms, SortExportsSeekfree=0.007670ms, BuildDependencyMap=0.013571ms, SerializeImportMap=0.004131ms, SerializeExportMap=0.003539ms, SerializeDependencyMap=0.002652ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013866ms, SerializeExports=0.029795ms, SerializeBulkData=0.008851ms, AsyncWrite=0.069626ms, UnaccountedTime=0.126854ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Core/Camera.uasset, AllOfLoadPackage_Duration=0.059593ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.117414ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.087619ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.136297ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=13.227616ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_233, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Core/Camera.uasset, FlushAsyncLoading=0.012685ms, FlushStreamingFunc=0.003543ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.173174ms, TagPackageExports=3.206525ms, BeginCacheForCookedPlatformData=0.013866ms, SerializeImports=0.209462ms, GatherLocalizableTextData=0.005014ms, MarkNames=0.019472ms, SerializeSummary=0.011504ms, SerializeNames=0.130989ms, SerializeGatherableTextData=0.022423ms, BuildExportMap=0.207100ms, SortExportsNonSeekfree=0.164915ms, SortExportsSeekfreeConstructor=0.011504ms, SortExportsSeekfreeInner=4.350007ms, SortExportsSeekfree=0.005901ms, BuildDependencyMap=0.022124ms, SerializeImportMap=0.007965ms, SerializeExportMap=0.007376ms, SerializeDependencyMap=0.003245ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020944ms, SerializeExports=0.090867ms, SerializeBulkData=0.011504ms, AsyncWrite=0.080541ms, UnaccountedTime=0.106204ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Character/Mole/MoleSkeletalMesh_Skeleton.uasset, AllOfLoadPackage_Duration=0.045139ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000298ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003245ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.059593ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010621ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.374479ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_234, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Character/Mole/MoleSkeletalMesh_Skeleton.uasset, FlushAsyncLoading=0.012983ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.074346ms, TagPackageExports=0.018291ms, BeginCacheForCookedPlatformData=0.002950ms, SerializeImports=0.036877ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003245ms, SerializeSummary=0.008259ms, SerializeNames=0.050154ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.008263ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.009146ms, SortExportsSeekfreeInner=0.092927ms, SortExportsSeekfree=0.003837ms, BuildDependencyMap=0.004720ms, SerializeImportMap=0.002358ms, SerializeExportMap=0.001770ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010032ms, SerializeExports=0.032745ms, SerializeBulkData=0.007082ms, AsyncWrite=0.053398ms, UnaccountedTime=0.071689ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Character/Mole/MoleSkeletalMesh_PhysicsAsset.uasset, AllOfLoadPackage_Duration=3.555235ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=3.189117ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007376ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.052806ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.025664ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.920168ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_235, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Character/Mole/MoleSkeletalMesh_PhysicsAsset.uasset, FlushAsyncLoading=0.012685ms, FlushStreamingFunc=0.003837ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.076704ms, TagPackageExports=0.188813ms, BeginCacheForCookedPlatformData=0.005603ms, SerializeImports=0.311833ms, GatherLocalizableTextData=0.005014ms, MarkNames=0.008557ms, SerializeSummary=0.008851ms, SerializeNames=0.048380ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.020359ms, SortExportsNonSeekfree=1.043469ms, SortExportsSeekfreeConstructor=0.013571ms, SortExportsSeekfreeInner=0.549320ms, SortExportsSeekfree=0.006195ms, BuildDependencyMap=0.018585ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.008851ms, SerializeDependencyMap=0.006784ms, SerializeStringAssetReferenceMap=0.002656ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015043ms, SerializeExports=0.240143ms, SerializeBulkData=0.010032ms, AsyncWrite=0.076998ms, UnaccountedTime=0.097353ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Character/Mole/MoleSkeletalMesh.uasset, AllOfLoadPackage_Duration=0.048678ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000298ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007965ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.071689ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.020653ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.387267ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_236, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Character/Mole/MoleSkeletalMesh.uasset, FlushAsyncLoading=0.016227ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.238668ms, TagPackageExports=0.035990ms, BeginCacheForCookedPlatformData=0.003837ms, SerializeImports=0.052806ms, GatherLocalizableTextData=0.003245ms, MarkNames=0.004426ms, SerializeSummary=0.010621ms, SerializeNames=0.084672ms, SerializeGatherableTextData=0.002652ms, BuildExportMap=0.021834ms, SortExportsNonSeekfree=0.005014ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.293247ms, SortExportsSeekfree=0.005014ms, BuildDependencyMap=0.008263ms, SerializeImportMap=0.003837ms, SerializeExportMap=0.002358ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015341ms, SerializeExports=0.326287ms, SerializeBulkData=0.012390ms, AsyncWrite=0.210643ms, UnaccountedTime=0.133641ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Character/Mole/MoleAnim_Walk_PhysicsAsset.uasset, AllOfLoadPackage_Duration=0.049561ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.011209ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.053987ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.021834ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.531631ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_237, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Character/Mole/MoleAnim_Walk_PhysicsAsset.uasset, FlushAsyncLoading=0.013866ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.073753ms, TagPackageExports=0.195004ms, BeginCacheForCookedPlatformData=0.006489ms, SerializeImports=0.298850ms, GatherLocalizableTextData=0.003543ms, MarkNames=0.008553ms, SerializeSummary=0.007965ms, SerializeNames=0.049859ms, SerializeGatherableTextData=0.002358ms, BuildExportMap=0.019766ms, SortExportsNonSeekfree=0.820145ms, SortExportsSeekfreeConstructor=0.009734ms, SortExportsSeekfreeInner=0.514213ms, SortExportsSeekfree=0.004426ms, BuildDependencyMap=0.016816ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.008263ms, SerializeDependencyMap=0.003833ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010915ms, SerializeExports=0.237487ms, SerializeBulkData=0.009734ms, AsyncWrite=0.064015ms, UnaccountedTime=0.068150ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Character/Mole/MoleAnim_Walk_Anim.uasset, AllOfLoadPackage_Duration=1.531426ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004131ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.055466ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014164ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.774030ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_238, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Character/Mole/MoleAnim_Walk_Anim.uasset, FlushAsyncLoading=0.021242ms, FlushStreamingFunc=0.005901ms, BlockTillAllRequestsFinished=0.005309ms, ResetLoadersForSaveUnMarkAllObjects=0.199728ms, TagPackageExports=0.101779ms, BeginCacheForCookedPlatformData=0.007082ms, SerializeImports=0.122137ms, GatherLocalizableTextData=0.005901ms, MarkNames=0.008848ms, SerializeSummary=0.012983ms, SerializeNames=0.037171ms, SerializeGatherableTextData=0.003539ms, BuildExportMap=0.018883ms, SortExportsNonSeekfree=0.006784ms, SortExportsSeekfreeConstructor=0.013277ms, SortExportsSeekfreeInner=0.642247ms, SortExportsSeekfree=0.006195ms, BuildDependencyMap=0.012688ms, SerializeImportMap=0.005312ms, SerializeExportMap=0.004128ms, SerializeDependencyMap=0.004131ms, SerializeStringAssetReferenceMap=0.003833ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.025079ms, SerializeExports=0.122432ms, SerializeBulkData=0.014454ms, AsyncWrite=0.090275ms, UnaccountedTime=0.103552ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Character/Mole/MoleAnim_Walk.uasset, AllOfLoadPackage_Duration=0.041891ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004128ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.063132ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014160ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.344783ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_239, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Character/Mole/MoleAnim_Walk.uasset, FlushAsyncLoading=0.013869ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.249583ms, TagPackageExports=0.054579ms, BeginCacheForCookedPlatformData=0.008553ms, SerializeImports=0.084672ms, GatherLocalizableTextData=0.006489ms, MarkNames=0.007082ms, SerializeSummary=0.011504ms, SerializeNames=0.109747ms, SerializeGatherableTextData=0.004720ms, BuildExportMap=0.019766ms, SortExportsNonSeekfree=0.004128ms, SortExportsSeekfreeConstructor=0.008851ms, SortExportsSeekfreeInner=0.288229ms, SortExportsSeekfree=0.004720ms, BuildDependencyMap=0.007670ms, SerializeImportMap=0.003833ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015635ms, SerializeExports=0.192940ms, SerializeBulkData=0.014752ms, AsyncWrite=0.138361ms, UnaccountedTime=0.075229ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Character/Mole/Mole.uasset, AllOfLoadPackage_Duration=4.501645ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007376ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.051923ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.018880ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.384316ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_240, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Character/Mole/Mole.uasset, FlushAsyncLoading=0.013866ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.126269ms, TagPackageExports=0.253715ms, BeginCacheForCookedPlatformData=0.005901ms, SerializeImports=0.048973ms, GatherLocalizableTextData=0.003245ms, MarkNames=0.007078ms, SerializeSummary=0.008851ms, SerializeNames=0.030387ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.040714ms, SortExportsNonSeekfree=0.016224ms, SortExportsSeekfreeConstructor=0.008557ms, SortExportsSeekfreeInner=0.540469ms, SortExportsSeekfree=0.004426ms, BuildDependencyMap=0.010327ms, SerializeImportMap=0.004128ms, SerializeExportMap=0.003245ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015046ms, SerializeExports=0.020355ms, SerializeBulkData=0.007968ms, AsyncWrite=0.055760ms, UnaccountedTime=0.072867ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Character/SideScrollerCharacter.uasset, AllOfLoadPackage_Duration=0.033926ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.119776ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046611ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.176124ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=22.228837ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_241, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Character/SideScrollerCharacter.uasset, FlushAsyncLoading=0.013277ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.220377ms, TagPackageExports=6.171137ms, BeginCacheForCookedPlatformData=0.014752ms, SerializeImports=0.253122ms, GatherLocalizableTextData=0.004720ms, MarkNames=0.017703ms, SerializeSummary=0.010915ms, SerializeNames=0.084668ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.154883ms, SortExportsNonSeekfree=0.216249ms, SortExportsSeekfreeConstructor=0.009440ms, SortExportsSeekfreeInner=7.419348ms, SortExportsSeekfree=0.008553ms, BuildDependencyMap=0.026260ms, SerializeImportMap=0.008557ms, SerializeExportMap=0.007965ms, SerializeDependencyMap=0.003539ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023011ms, SerializeExports=0.107385ms, SerializeBulkData=0.010915ms, AsyncWrite=0.079948ms, UnaccountedTime=0.109453ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Character/MoleSkeletalMesh_Skeleton.uasset, AllOfLoadPackage_Duration=0.563774ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002064ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.048969ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009734ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.842270ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_242, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Character/MoleSkeletalMesh_Skeleton.uasset, FlushAsyncLoading=0.013866ms, FlushStreamingFunc=0.003543ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.058707ms, TagPackageExports=0.005603ms, BeginCacheForCookedPlatformData=0.002656ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Blueprints/Character/MoleSkeletalMesh_PhysicsAsset.uasset, AllOfLoadPackage_Duration=0.483528ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001181ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.029504ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.008263ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.790346ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_243, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Blueprints/Character/MoleSkeletalMesh_PhysicsAsset.uasset, FlushAsyncLoading=0.008259ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002358ms, ResetLoadersForSaveUnMarkAllObjects=0.052810ms, TagPackageExports=0.005309ms, BeginCacheForCookedPlatformData=0.002362ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
