DDCTransactionId0A855BE446F765509920C7AD9372958E_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.12-19.05.59, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.131680ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId686CA0594DAED070154B62A5F19F1B05_51, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf874F49BF__AB5E86767008460236DA710C04763306A653015D, StartTime=2015.11.12-19.06.22, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.070803ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_244, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Materials/M_MR_Gold.uasset, FlushAsyncLoading=0.015929ms, FlushStreamingFunc=0.003543ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.247516ms, TagPackageExports=0.758778ms, BeginCacheForCookedPlatformData=0.010621ms, SerializeImports=0.861153ms, GatherLocalizableTextData=0.004720ms, MarkNames=0.007670ms, SerializeSummary=0.011504ms, SerializeNames=0.093814ms, SerializeGatherableTextData=0.001773ms, BuildExportMap=0.066966ms, SortExportsNonSeekfree=0.069626ms, SortExportsSeekfreeConstructor=0.009440ms, SortExportsSeekfreeInner=1.312524ms, SortExportsSeekfree=0.005607ms, BuildDependencyMap=0.013571ms, SerializeImportMap=0.004720ms, SerializeExportMap=0.004426ms, SerializeDependencyMap=0.002950ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.030089ms, SerializeExports=1.552962ms, SerializeBulkData=0.013277ms, AsyncWrite=0.251058ms, UnaccountedTime=0.089388ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId686CA0594DAED070154B62A5F19F1B05_52, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf874F49BF__AB5E86767008460236DA710C04763306A653015D, StartTime=2015.11.12-19.06.22, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.065789ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId686CA0594DAED070154B62A5F19F1B05_53, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf874F49BF__AB5E86767008460236DA710C04763306A653015D, StartTime=2015.11.12-19.06.22, HierarchicalDDC, Duration=0.077885ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId686CA0594DAED070154B62A5F19F1B05_54, CachedDataProbablyExists, Parent=DDCTransactionId686CA0594DAED070154B62A5F19F1B05_53, StartTime=2015.11.12-19.06.22, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.063427ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
../../../Engine/Content/MobileResources/HUD/MobileHUDButton2_off.uasset, AllOfLoadPackage_Duration=0.813954ms, AllOfLoadPackage_HitCount=16, ResolveRedirectors_Duration=0.000883ms, ResolveRedirectors_HitCount=16, CacheForCookedPlatformData_Duration=1.516972ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.052806ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.079356ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.759768ms, SaveCookedPackage_HitCount=1, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_281, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D5542AFE4886708885DF42B1BE8F6__E8E1BDB0D057288DAED17D58CD776918028D2DCF, StartTime=2015.11.12-19.06.22, HierarchicalDDC, Duration=0.010915ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId33552C8D40A67F1DC9E0C5B63D1739FE_53, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D5542AFE4886708885DF42B1BE8F6__E8E1BDB0D057288DAED17D58CD776918028D2DCF, StartTime=2015.11.12-19.06.22, HierarchicalDDC, DataSize=2244 bytes, Retrieved=true, Duration=0.656705ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId3A965A87411E1E591848C2B84C3AF182_36, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D5542AFE4886708885DF42B1BE8F6__E1EF18F9937084B0C07D23A905483B754F02B379, StartTime=2015.11.12-19.06.22, HierarchicalDDC, DataSize=4358 bytes, Retrieved=true, Duration=0.572924ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_245, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton2_off.uasset, FlushAsyncLoading=0.014752ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.003837ms, ResetLoadersForSaveUnMarkAllObjects=0.126559ms, TagPackageExports=0.046905ms, BeginCacheForCookedPlatformData=0.033043ms, SerializeImports=0.050154ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.003248ms, SerializeSummary=0.008553ms, SerializeNames=0.017408ms, SerializeGatherableTextData=0.002652ms, BuildExportMap=0.008557ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.009440ms, SortExportsSeekfreeInner=0.157833ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.006489ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.002358ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010327ms, SerializeExports=0.047203ms, SerializeBulkData=0.008259ms, AsyncWrite=0.053398ms, UnaccountedTime=0.115350ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Character/Textures/UE4_Mannequin_MAT_MASKA.uasset, AllOfLoadPackage_Duration=0.584718ms, AllOfLoadPackage_HitCount=19, ResolveRedirectors_Duration=0.002656ms, ResolveRedirectors_HitCount=19, CacheForCookedPlatformData_Duration=2.230026ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049267ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.071984ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.299059ms, SaveCookedPackage_HitCount=1, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_282, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__93E5E5D4F615EF636436CEFD35B5A384CC018943, StartTime=2015.11.12-19.06.22, HierarchicalDDC, Duration=0.014752ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId686CA0594DAED070154B62A5F19F1B05_55, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__93E5E5D4F615EF636436CEFD35B5A384CC018943, StartTime=2015.11.12-19.06.22, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.122137ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId3A965A87411E1E591848C2B84C3AF182_37, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__07A88AF74FC1E73AB09610F8C968130817CECAC3, StartTime=2015.11.12-19.06.22, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=1.415189ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId33552C8D40A67F1DC9E0C5B63D1739FE_54, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__36D14B777ED17E3D5FC75B48AED96537AE53896D, StartTime=2015.11.12-19.06.22, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.588261ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionIdFF242E6643E21054C67D7EB7D79CCECA_50, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__60DD8B40791EDDF0CEA9C6EA24FB368B50CCE7B2, StartTime=2015.11.12-19.06.22, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.423938ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionIdFF242E6643E21054C67D7EB7D79CCECA_51, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__54360FB6FDE14A1E68B0C73A350C5AF456C27A04, StartTime=2015.11.12-19.06.22, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.110630ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_246, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Character/Textures/UE4_Mannequin_MAT_MASKA.uasset, FlushAsyncLoading=0.012983ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.136297ms, TagPackageExports=0.051036ms, BeginCacheForCookedPlatformData=0.032157ms, SerializeImports=0.050746ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003539ms, SerializeSummary=0.008851ms, SerializeNames=0.017110ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.008851ms, SortExportsNonSeekfree=0.004128ms, SortExportsSeekfreeConstructor=0.009738ms, SortExportsSeekfreeInner=0.152521ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.006195ms, SerializeImportMap=0.005901ms, SerializeExportMap=0.002358ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012096ms, SerializeExports=0.048678ms, SerializeBulkData=0.156358ms, AsyncWrite=0.365525ms, UnaccountedTime=0.215363ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionStick.uasset, AllOfLoadPackage_Duration=0.629272ms, AllOfLoadPackage_HitCount=5, ResolveRedirectors_Duration=0.000887ms, ResolveRedirectors_HitCount=5, CacheForCookedPlatformData_Duration=0.588849ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.041302ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.068441ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.843553ms, SaveCookedPackage_HitCount=1, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_283, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8EDAF7A54E378800FEB2178634331__D89B4B727EE1E1D9A987D925955029B933591292, StartTime=2015.11.12-19.06.22, HierarchicalDDC, Duration=0.010327ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId33552C8D40A67F1DC9E0C5B63D1739FE_55, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8EDAF7A54E378800FEB2178634331__D89B4B727EE1E1D9A987D925955029B933591292, StartTime=2015.11.12-19.06.22, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.346053ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_247, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionStick.uasset, FlushAsyncLoading=0.011504ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002656ms, ResetLoadersForSaveUnMarkAllObjects=0.117417ms, TagPackageExports=0.054576ms, BeginCacheForCookedPlatformData=0.050448ms, SerializeImports=0.100307ms, GatherLocalizableTextData=0.005603ms, MarkNames=0.004720ms, SerializeSummary=0.010032ms, SerializeNames=0.021536ms, SerializeGatherableTextData=0.003837ms, BuildExportMap=0.012390ms, SortExportsNonSeekfree=0.006195ms, SortExportsSeekfreeConstructor=0.013571ms, SortExportsSeekfreeInner=0.243384ms, SortExportsSeekfree=0.005018ms, BuildDependencyMap=0.009734ms, SerializeImportMap=0.004131ms, SerializeExportMap=0.004131ms, SerializeDependencyMap=0.003245ms, SerializeStringAssetReferenceMap=0.002950ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014752ms, SerializeExports=0.072867ms, SerializeBulkData=0.013866ms, AsyncWrite=0.075523ms, UnaccountedTime=0.142787ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
../../../Engine/Content/MobileResources/HUD/DefaultVirtualJoysticks.uasset, AllOfLoadPackage_Duration=1.520511ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001475ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.039238ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014164ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.629077ms, SaveCookedPackage_HitCount=1, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_248, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/DefaultVirtualJoysticks.uasset, FlushAsyncLoading=0.014160ms, FlushStreamingFunc=0.003833ms, BlockTillAllRequestsFinished=0.003543ms, ResetLoadersForSaveUnMarkAllObjects=0.123609ms, TagPackageExports=0.013277ms, BeginCacheForCookedPlatformData=0.002950ms, SerializeImports=0.033926ms, GatherLocalizableTextData=0.003539ms, MarkNames=0.004426ms, SerializeSummary=0.009440ms, SerializeNames=0.029206ms, SerializeGatherableTextData=0.001773ms, BuildExportMap=0.019468ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.008557ms, SortExportsSeekfreeInner=0.141900ms, SortExportsSeekfree=0.003837ms, BuildDependencyMap=0.007078ms, SerializeImportMap=0.002656ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.002358ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011507ms, SerializeExports=0.015929ms, SerializeBulkData=0.007376ms, AsyncWrite=0.054285ms, UnaccountedTime=0.078179ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
../../../Engine/Content/MobileResources/T_MobileControls_texture.uasset, AllOfLoadPackage_Duration=1.154404ms, AllOfLoadPackage_HitCount=13, ResolveRedirectors_Duration=0.001177ms, ResolveRedirectors_HitCount=13, CacheForCookedPlatformData_Duration=2.060685ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.069626ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.113580ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.871578ms, SaveCookedPackage_HitCount=1, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_284, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_119D9D384F916FB5612DEB85B0124__7741C2B795775BFA3104662CBC48EFE5FD9B7782, StartTime=2015.11.12-19.06.22, HierarchicalDDC, Duration=0.017408ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId01ADEB4146358F7F906B66A7AC9D13F8_51, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_119D9D384F916FB5612DEB85B0124__7741C2B795775BFA3104662CBC48EFE5FD9B7782, StartTime=2015.11.12-19.06.22, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.660244ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId33552C8D40A67F1DC9E0C5B63D1739FE_56, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_119D9D384F916FB5612DEB85B0124__CE9E8C2753F09B87FABEC48764BCDF5C0418506D, StartTime=2015.11.12-19.06.22, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.841089ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionIdFF242E6643E21054C67D7EB7D79CCECA_52, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_119D9D384F916FB5612DEB85B0124__B6179C1D92F62425940B03B442B5BB2F36D1378A, StartTime=2015.11.12-19.06.22, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.613928ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId3A965A87411E1E591848C2B84C3AF182_38, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_119D9D384F916FB5612DEB85B0124__B5858B18ACEB8D7AEB6A29EACA75015ECEE0FAB6, StartTime=2015.11.12-19.06.22, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.562299ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_249, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/T_MobileControls_texture.uasset, FlushAsyncLoading=0.010915ms, FlushStreamingFunc=0.003837ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.117414ms, TagPackageExports=0.047203ms, BeginCacheForCookedPlatformData=0.032451ms, SerializeImports=0.049856ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.003837ms, SerializeSummary=0.007372ms, SerializeNames=0.017703ms, SerializeGatherableTextData=0.001475ms, BuildExportMap=0.008259ms, SortExportsNonSeekfree=0.003837ms, SortExportsSeekfreeConstructor=0.009146ms, SortExportsSeekfreeInner=0.154588ms, SortExportsSeekfree=0.002656ms, BuildDependencyMap=0.006195ms, SerializeImportMap=0.003245ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010028ms, SerializeExports=0.109155ms, SerializeBulkData=0.010327ms, AsyncWrite=0.158127ms, UnaccountedTime=0.144556ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Character/Mesh/UE4_Mannequin_Skeleton.uasset, AllOfLoadPackage_Duration=0.030980ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002656ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.033628ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010032ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.567122ms, SaveCookedPackage_HitCount=1, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_250, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Character/Mesh/UE4_Mannequin_Skeleton.uasset, FlushAsyncLoading=0.011209ms, FlushStreamingFunc=0.003543ms, BlockTillAllRequestsFinished=0.002652ms, ResetLoadersForSaveUnMarkAllObjects=0.147212ms, TagPackageExports=0.024486ms, BeginCacheForCookedPlatformData=0.002950ms, SerializeImports=0.047792ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.003539ms, SerializeSummary=0.007670ms, SerializeNames=0.064608ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.007670ms, SortExportsNonSeekfree=0.003837ms, SortExportsSeekfreeConstructor=0.009146ms, SortExportsSeekfreeInner=0.098534ms, SortExportsSeekfree=0.003245ms, BuildDependencyMap=0.005901ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002358ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011209ms, SerializeExports=0.059593ms, SerializeBulkData=0.010032ms, AsyncWrite=0.064608ms, UnaccountedTime=0.078477ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Character/Mesh/SK_Mannequin_PhysicsAsset.uasset, AllOfLoadPackage_Duration=4.217248ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.048380ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007670ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049267ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.017997ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.657013ms, SaveCookedPackage_HitCount=1, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_251, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Character/Mesh/SK_Mannequin_PhysicsAsset.uasset, FlushAsyncLoading=0.013273ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003543ms, ResetLoadersForSaveUnMarkAllObjects=0.116531ms, TagPackageExports=0.216246ms, BeginCacheForCookedPlatformData=0.005603ms, SerializeImports=0.344284ms, GatherLocalizableTextData=0.003837ms, MarkNames=0.008851ms, SerializeSummary=0.008848ms, SerializeNames=0.062838ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.018883ms, SortExportsNonSeekfree=0.780314ms, SortExportsSeekfreeConstructor=0.009440ms, SortExportsSeekfreeInner=0.549026ms, SortExportsSeekfree=0.004131ms, BuildDependencyMap=0.016224ms, SerializeImportMap=0.002656ms, SerializeExportMap=0.008851ms, SerializeDependencyMap=0.003245ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010327ms, SerializeExports=0.285868ms, SerializeBulkData=0.010621ms, AsyncWrite=0.059593ms, UnaccountedTime=0.071391ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Character/Mesh/SK_Mannequin.uasset, AllOfLoadPackage_Duration=0.032157ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002950ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.030093ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015341ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.760575ms, SaveCookedPackage_HitCount=1, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
SavePackageTransactionId39F3689E4CA4733272D922A829C319F3_252, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Character/Mesh/SK_Mannequin.uasset, FlushAsyncLoading=0.014160ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.003245ms, ResetLoadersForSaveUnMarkAllObjects=0.327762ms, TagPackageExports=0.115938ms, BeginCacheForCookedPlatformData=0.003837ms, SerializeImports=0.139542ms, GatherLocalizableTextData=0.004426ms, MarkNames=0.007082ms, SerializeSummary=0.010915ms, SerializeNames=0.099421ms, SerializeGatherableTextData=0.002358ms, BuildExportMap=0.025075ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.008263ms, SortExportsSeekfreeInner=0.697415ms, SortExportsSeekfree=0.007082ms, BuildDependencyMap=0.010028ms, SerializeImportMap=0.007965ms, SerializeExportMap=0.003539ms, SerializeDependencyMap=0.002358ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.033926ms, SerializeExports=2.303775ms, SerializeBulkData=0.023898ms, AsyncWrite=1.530245ms, UnaccountedTime=0.128333ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_N.uasset, AllOfLoadPackage_Duration=1.143768ms, AllOfLoadPackage_HitCount=32, ResolveRedirectors_Duration=0.001770ms, ResolveRedirectors_HitCount=32, CacheForCookedPlatformData_Duration=4.319914ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.083786ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.117123ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.581976ms, SaveCookedPackage_HitCount=1, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
DDCTransactionId0A855BE446F765509920C7AD9372958E_285, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___CF70F1551B9B3BAA91EF94E1C1B6B6F013D72556, StartTime=2015.11.12-19.06.22, HierarchicalDDC, Duration=0.011209ms, RunGuid=RunID6CA7BDCE47FA383AE31F4B8780F9B652
