DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.26-10.52.41, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.898618ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_68, GetCachedData, Parent=DDCTransactionId3B3A869F47CE989AB791928D49A88507_66, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.254896ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_69, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1EA3261D41A10B7D8FD8ED921C87C__7FFD50AA8D72FABBCEBA85CBD38FE3476B8782A4, StartTime=2015.11.26-10.52.52, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.317141ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_70, CachedDataProbablyExists, Parent=DDCTransactionId3B3A869F47CE989AB791928D49A88507_69, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.102665ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_71, GetCachedData, Parent=DDCTransactionId3B3A869F47CE989AB791928D49A88507_69, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.179369ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_307, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Materials/Textures/BackgroundBright.uasset, FlushAsyncLoading=0.019178ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.259027ms, TagPackageExports=0.047203ms, BeginCacheForCookedPlatformData=0.032157ms, SerializeImports=0.050154ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.002947ms, SerializeSummary=0.009444ms, SerializeNames=0.012685ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.009146ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.010028ms, SortExportsSeekfreeInner=0.154588ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.006787ms, SerializeImportMap=0.013571ms, SerializeExportMap=0.003833ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015046ms, SerializeExports=0.050742ms, SerializeBulkData=6.129246ms, AsyncWrite=8.779075ms, UnaccountedTime=2.983198ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Materials/Textures/T_MR_Gold_Normal.uasset, AllOfLoadPackage_Duration=0.158418ms, AllOfLoadPackage_HitCount=6, ResolveRedirectors_Duration=0.000883ms, ResolveRedirectors_HitCount=6, CacheForCookedPlatformData_Duration=0.800379ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.051629ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.077587ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.983982ms, SaveCookedPackage_HitCount=1, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_442, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_999EAAD7467F34D6CAAFE0A28D2846DA___4D371B770E753FADC2002EFC4FCED34860615B70, StartTime=2015.11.26-10.52.52, HierarchicalDDC, Duration=0.128627ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_443, CachedDataProbablyExists, Parent=DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_442, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.112105ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId17D8EA7344207B5FE7AB80917FAE1B52_54, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_999EAAD7467F34D6CAAFE0A28D2846DA___4D371B770E753FADC2002EFC4FCED34860615B70, StartTime=2015.11.26-10.52.52, HierarchicalDDC, DataSize=102641 bytes, Retrieved=true, Duration=0.405643ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId17D8EA7344207B5FE7AB80917FAE1B52_55, CachedDataProbablyExists, Parent=DDCTransactionId17D8EA7344207B5FE7AB80917FAE1B52_54, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.068150ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId17D8EA7344207B5FE7AB80917FAE1B52_56, GetCachedData, Parent=DDCTransactionId17D8EA7344207B5FE7AB80917FAE1B52_54, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.226572ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_308, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Materials/Textures/T_MR_Gold_Normal.uasset, FlushAsyncLoading=0.015639ms, FlushStreamingFunc=0.004128ms, BlockTillAllRequestsFinished=0.003837ms, ResetLoadersForSaveUnMarkAllObjects=0.296194ms, TagPackageExports=0.047497ms, BeginCacheForCookedPlatformData=0.032157ms, SerializeImports=0.054579ms, GatherLocalizableTextData=0.003245ms, MarkNames=0.004426ms, SerializeSummary=0.009734ms, SerializeNames=0.020061ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.009146ms, SortExportsNonSeekfree=0.004426ms, SortExportsSeekfreeConstructor=0.010032ms, SortExportsSeekfreeInner=0.151049ms, SortExportsSeekfree=0.002652ms, BuildDependencyMap=0.006489ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017110ms, SerializeExports=0.071689ms, SerializeBulkData=0.010028ms, AsyncWrite=0.087913ms, UnaccountedTime=0.165801ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Materials/Textures/T_MRGold.uasset, AllOfLoadPackage_Duration=0.166979ms, AllOfLoadPackage_HitCount=4, ResolveRedirectors_Duration=0.001181ms, ResolveRedirectors_HitCount=4, CacheForCookedPlatformData_Duration=0.869118ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.092931ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.096474ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.151549ms, SaveCookedPackage_HitCount=1, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_444, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2A9A54BE412B67AA7C67758E7C5FF__521F41A37E657AC06218F5708E58BC54CC2586FE, StartTime=2015.11.26-10.52.52, HierarchicalDDC, Duration=0.109747ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_445, CachedDataProbablyExists, Parent=DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_444, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.090569ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_54, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2A9A54BE412B67AA7C67758E7C5FF__521F41A37E657AC06218F5708E58BC54CC2586FE, StartTime=2015.11.26-10.52.52, HierarchicalDDC, DataSize=51478 bytes, Retrieved=true, Duration=0.495035ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_55, CachedDataProbablyExists, Parent=DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_54, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.107091ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_56, GetCachedData, Parent=DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_54, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.289410ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_309, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Materials/Textures/T_MRGold.uasset, FlushAsyncLoading=0.024781ms, FlushStreamingFunc=0.004720ms, BlockTillAllRequestsFinished=0.004131ms, ResetLoadersForSaveUnMarkAllObjects=0.332482ms, TagPackageExports=0.051335ms, BeginCacheForCookedPlatformData=0.045136ms, SerializeImports=0.060182ms, GatherLocalizableTextData=0.003248ms, MarkNames=0.003245ms, SerializeSummary=0.010621ms, SerializeNames=0.014454ms, SerializeGatherableTextData=0.003245ms, BuildExportMap=0.010621ms, SortExportsNonSeekfree=0.004426ms, SortExportsSeekfreeConstructor=0.010327ms, SortExportsSeekfreeInner=0.163734ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.007372ms, SerializeImportMap=0.005309ms, SerializeExportMap=0.004720ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018585ms, SerializeExports=0.097651ms, SerializeBulkData=0.018883ms, AsyncWrite=0.114761ms, UnaccountedTime=0.204448ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Materials/Textures/Background_Sprite.uasset, AllOfLoadPackage_Duration=1.116339ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000589ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002950ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.048973ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010032ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.727022ms, SaveCookedPackage_HitCount=1, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_310, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Materials/Textures/Background_Sprite.uasset, FlushAsyncLoading=0.014454ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.002950ms, ResetLoadersForSaveUnMarkAllObjects=0.147510ms, TagPackageExports=0.020947ms, BeginCacheForCookedPlatformData=0.003245ms, SerializeImports=0.034515ms, GatherLocalizableTextData=0.003248ms, MarkNames=0.004422ms, SerializeSummary=0.007670ms, SerializeNames=0.030093ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.018883ms, SortExportsNonSeekfree=0.006195ms, SortExportsSeekfreeConstructor=0.008259ms, SortExportsSeekfreeInner=0.468779ms, SortExportsSeekfree=0.004720ms, BuildDependencyMap=0.007082ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013277ms, SerializeExports=0.023011ms, SerializeBulkData=0.007965ms, AsyncWrite=0.052512ms, UnaccountedTime=0.063132ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Materials/Textures/BackgroundTest.uasset, AllOfLoadPackage_Duration=7.044695ms, AllOfLoadPackage_HitCount=291, ResolveRedirectors_Duration=0.025358ms, ResolveRedirectors_HitCount=291, CacheForCookedPlatformData_Duration=30.108999ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.059001ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.087619ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=19.037653ms, SaveCookedPackage_HitCount=1, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_446, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_35135F1D4C55CE485C692380989A3__F40F2C8E9770D3237768C6BDB0DCD1331A400103, StartTime=2015.11.26-10.52.52, HierarchicalDDC, Duration=0.090569ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_447, CachedDataProbablyExists, Parent=DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_446, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.070211ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_57, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_35135F1D4C55CE485C692380989A3__F40F2C8E9770D3237768C6BDB0DCD1331A400103, StartTime=2015.11.26-10.52.52, HierarchicalDDC, DataSize=5046 bytes, Retrieved=true, Duration=0.237487ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_58, CachedDataProbablyExists, Parent=DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_57, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.065200ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_59, GetCachedData, Parent=DDCTransactionId80640CA248685C59D3F1A6B80CBDB801_57, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.138067ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_72, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_35135F1D4C55CE485C692380989A3__C68AC8D3B3ED91035A69E2A04C091B8C92F7026F, StartTime=2015.11.26-10.52.52, HierarchicalDDC, DataSize=8388873 bytes, Retrieved=true, Duration=14.166060ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_46, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_35135F1D4C55CE485C692380989A3__89042654F30BFE76818DE3DC520866CF29D57FC0, StartTime=2015.11.26-10.52.52, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=1.204845ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId0C19820B4BF98B75F79826B615EA8947_60, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_35135F1D4C55CE485C692380989A3__9A7EBE0E7D7559D84D4D51B2BA9118633159825F, StartTime=2015.11.26-10.52.52, HierarchicalDDC, DataSize=2097417 bytes, Retrieved=true, Duration=5.089313ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_47, CachedDataProbablyExists, Parent=DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_46, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.084080ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId0C19820B4BF98B75F79826B615EA8947_61, CachedDataProbablyExists, Parent=DDCTransactionId0C19820B4BF98B75F79826B615EA8947_60, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.090573ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_73, CachedDataProbablyExists, Parent=DDCTransactionId3B3A869F47CE989AB791928D49A88507_72, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.080541ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_48, GetCachedData, Parent=DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_46, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.626318ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId0C19820B4BF98B75F79826B615EA8947_62, GetCachedData, Parent=DDCTransactionId0C19820B4BF98B75F79826B615EA8947_60, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=3.098547ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId3B3A869F47CE989AB791928D49A88507_74, GetCachedData, Parent=DDCTransactionId3B3A869F47CE989AB791928D49A88507_72, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=8.587316ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_49, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_35135F1D4C55CE485C692380989A3__5412AB6EA663A93DF0C4A6A06BB69F8EEC9EE514, StartTime=2015.11.26-10.52.52, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.636350ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_50, CachedDataProbablyExists, Parent=DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_49, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.134233ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_51, GetCachedData, Parent=DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_49, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.355788ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_52, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_35135F1D4C55CE485C692380989A3__67337B2D5F9724C9122AA7CD1575155261589582, StartTime=2015.11.26-10.52.52, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.343990ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_53, CachedDataProbablyExists, Parent=DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_52, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.091162ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_54, GetCachedData, Parent=DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_52, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.192646ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_55, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_35135F1D4C55CE485C692380989A3__667D09C329D9335DBC37780F01EF48EA3220BDA1, StartTime=2015.11.26-10.52.52, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.228044ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_56, CachedDataProbablyExists, Parent=DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_55, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.066377ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_57, GetCachedData, Parent=DDCTransactionIdC0BFD1B4443EC2BDDF82BF94CBD30BBB_55, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.128038ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
SavePackageTransactionId3861C8FF43B798886BB86295719D38A0_311, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Materials/Textures/BackgroundTest.uasset, FlushAsyncLoading=0.023305ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.003833ms, ResetLoadersForSaveUnMarkAllObjects=0.377033ms, TagPackageExports=0.046909ms, BeginCacheForCookedPlatformData=0.032451ms, SerializeImports=0.051335ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003245ms, SerializeSummary=0.009734ms, SerializeNames=0.013866ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.009738ms, SortExportsNonSeekfree=0.004128ms, SortExportsSeekfreeConstructor=0.009738ms, SortExportsSeekfreeInner=0.153113ms, SortExportsSeekfree=0.003245ms, BuildDependencyMap=0.006784ms, SerializeImportMap=0.018585ms, SerializeExportMap=0.004131ms, SerializeDependencyMap=0.002068ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015635ms, SerializeExports=0.051036ms, SerializeBulkData=5.594384ms, AsyncWrite=8.233588ms, UnaccountedTime=3.112417ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_448, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0946E40A__5F0F47A29986B0514A0C9A6D4EBBE2B8D5862373, StartTime=2015.11.26-10.52.52, HierarchicalDDC, DataSize=102004 bytes, Retrieved=true, Duration=0.400335ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_449, CachedDataProbablyExists, Parent=DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_448, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.097945ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_450, GetCachedData, Parent=DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_448, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.197660ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_451, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0946E40A__5A3874DE5147AE126C73346C4BB77CD4CE6871FB, StartTime=2015.11.26-10.52.52, HierarchicalDDC, DataSize=67904 bytes, Retrieved=true, Duration=0.294425ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_452, CachedDataProbablyExists, Parent=DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_451, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.077587ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_453, GetCachedData, Parent=DDCTransactionId8B6EAF38418302DA1FEA2FADA2F59A3D_451, StartTime=2015.11.26-10.52.52, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.141021ms, RunGuid=RunID060B161A4DC21F247DCCFD9AEB3975E6
