DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.17-19.23.34, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.874426ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_326, CachedDataProbablyExists, Parent=DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_325, StartTime=2015.11.17-19.23.45, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.082601ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionId7AE4EFFB44E62D3067F0F28E6FE87736_43, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_CBF77E7648AB10CBD3A33685D09CCDE__B0BFA56EF96A033A8B4F9BCE1A679E2010FE9373, StartTime=2015.11.17-19.23.45, HierarchicalDDC, DataSize=459980 bytes, Retrieved=true, Duration=0.867642ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionId7AE4EFFB44E62D3067F0F28E6FE87736_44, CachedDataProbablyExists, Parent=DDCTransactionId7AE4EFFB44E62D3067F0F28E6FE87736_43, StartTime=2015.11.17-19.23.45, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.065789ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionId7AE4EFFB44E62D3067F0F28E6FE87736_45, GetCachedData, Parent=DDCTransactionId7AE4EFFB44E62D3067F0F28E6FE87736_43, StartTime=2015.11.17-19.23.45, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.487659ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_269, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Materials/Textures/T_MR_rock.uasset, FlushAsyncLoading=0.010915ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002652ms, ResetLoadersForSaveUnMarkAllObjects=0.232473ms, TagPackageExports=0.051923ms, BeginCacheForCookedPlatformData=0.032745ms, SerializeImports=0.049561ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003245ms, SerializeSummary=0.008851ms, SerializeNames=0.013866ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.008851ms, SortExportsNonSeekfree=0.003837ms, SortExportsSeekfreeConstructor=0.009734ms, SortExportsSeekfreeInner=0.162259ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.006195ms, SerializeImportMap=0.002652ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014752ms, SerializeExports=0.251058ms, SerializeBulkData=0.010915ms, AsyncWrite=0.298850ms, UnaccountedTime=0.154000ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionPad.uasset, AllOfLoadPackage_Duration=3.814843ms, AllOfLoadPackage_HitCount=18, ResolveRedirectors_Duration=0.000887ms, ResolveRedirectors_HitCount=18, CacheForCookedPlatformData_Duration=1.732629ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.052515ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.072867ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.681000ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_327, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F3B1DD44FE006226A690596DBDDE__A8F0AA4345DA63B02C5E76E8CDD15A76D906C9DE, StartTime=2015.11.17-19.23.45, HierarchicalDDC, Duration=0.015046ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdECB5AE294C0CC7A204918F95B0DE46A4_52, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F3B1DD44FE006226A690596DBDDE__A8F0AA4345DA63B02C5E76E8CDD15A76D906C9DE, StartTime=2015.11.17-19.23.45, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=0.713050ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionId1F7D909A43E8F29E0379E3B1B5C75A82_45, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F3B1DD44FE006226A690596DBDDE__124F7D8D2718E263E1691CDD9F88C4222659C194, StartTime=2015.11.17-19.23.45, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.724852ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_270, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionPad.uasset, FlushAsyncLoading=0.012979ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003543ms, ResetLoadersForSaveUnMarkAllObjects=0.124790ms, TagPackageExports=0.047199ms, BeginCacheForCookedPlatformData=0.032749ms, SerializeImports=0.050448ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.002950ms, SerializeSummary=0.008553ms, SerializeNames=0.013866ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.008851ms, SortExportsNonSeekfree=0.003837ms, SortExportsSeekfreeConstructor=0.010028ms, SortExportsSeekfreeInner=0.156656ms, SortExportsSeekfree=0.002652ms, BuildDependencyMap=0.006195ms, SerializeImportMap=0.004131ms, SerializeExportMap=0.003833ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010621ms, SerializeExports=0.049561ms, SerializeBulkData=0.012685ms, AsyncWrite=0.058711ms, UnaccountedTime=0.125971ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
../../../Engine/Content/MobileResources/HUD/MobileHUDButton1_off.uasset, AllOfLoadPackage_Duration=2.918586ms, AllOfLoadPackage_HitCount=9, ResolveRedirectors_Duration=0.000589ms, ResolveRedirectors_HitCount=9, CacheForCookedPlatformData_Duration=0.897732ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.052217ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.073165ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.725253ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_328, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5FF2868842E6DED8A4C0CB8217190__C44A22A45D6E1E0CCC23391DA16ECB5C18F2849C, StartTime=2015.11.17-19.23.45, HierarchicalDDC, Duration=0.010621ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionId7AE4EFFB44E62D3067F0F28E6FE87736_46, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5FF2868842E6DED8A4C0CB8217190__C44A22A45D6E1E0CCC23391DA16ECB5C18F2849C, StartTime=2015.11.17-19.23.45, HierarchicalDDC, DataSize=3294 bytes, Retrieved=true, Duration=0.674702ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_271, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton1_off.uasset, FlushAsyncLoading=0.011802ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.119187ms, TagPackageExports=0.047792ms, BeginCacheForCookedPlatformData=0.033043ms, SerializeImports=0.050742ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003245ms, SerializeSummary=0.007670ms, SerializeNames=0.017110ms, SerializeGatherableTextData=0.002064ms, BuildExportMap=0.008557ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.009734ms, SortExportsSeekfreeInner=0.173174ms, SortExportsSeekfree=0.003539ms, BuildDependencyMap=0.006493ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010915ms, SerializeExports=0.046317ms, SerializeBulkData=0.007670ms, AsyncWrite=0.054579ms, UnaccountedTime=0.120662ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Character/Mesh/UE4_Mannequin_Skeleton.uasset, AllOfLoadPackage_Duration=0.032157ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002652ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.032157ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.008557ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.483340ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_272, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Character/Mesh/UE4_Mannequin_Skeleton.uasset, FlushAsyncLoading=0.011504ms, FlushStreamingFunc=0.003837ms, BlockTillAllRequestsFinished=0.002358ms, ResetLoadersForSaveUnMarkAllObjects=0.115942ms, TagPackageExports=0.023600ms, BeginCacheForCookedPlatformData=0.002950ms, SerializeImports=0.046022ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003245ms, SerializeSummary=0.007376ms, SerializeNames=0.070803ms, SerializeGatherableTextData=0.002950ms, BuildExportMap=0.007376ms, SortExportsNonSeekfree=0.003833ms, SortExportsSeekfreeConstructor=0.007968ms, SortExportsSeekfreeInner=0.089094ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.004426ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013571ms, SerializeExports=0.050448ms, SerializeBulkData=0.007670ms, AsyncWrite=0.053987ms, UnaccountedTime=0.059005ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Character/Mesh/SK_Mannequin_PhysicsAsset.uasset, AllOfLoadPackage_Duration=5.657811ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.052512ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007968ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.078179ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.022717ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.069742ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_273, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Character/Mesh/SK_Mannequin_PhysicsAsset.uasset, FlushAsyncLoading=0.017405ms, FlushStreamingFunc=0.004131ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.130694ms, TagPackageExports=0.219494ms, BeginCacheForCookedPlatformData=0.005603ms, SerializeImports=0.362575ms, GatherLocalizableTextData=0.005014ms, MarkNames=0.009738ms, SerializeSummary=0.010028ms, SerializeNames=0.067856ms, SerializeGatherableTextData=0.002358ms, BuildExportMap=0.019766ms, SortExportsNonSeekfree=0.782087ms, SortExportsSeekfreeConstructor=0.009146ms, SortExportsSeekfreeInner=0.622187ms, SortExportsSeekfree=0.005309ms, BuildDependencyMap=0.018291ms, SerializeImportMap=0.002950ms, SerializeExportMap=0.008851ms, SerializeDependencyMap=0.003245ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012688ms, SerializeExports=0.325400ms, SerializeBulkData=0.012685ms, AsyncWrite=0.078768ms, UnaccountedTime=0.083786ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Aluminum01.uasset, AllOfLoadPackage_Duration=0.437219ms, AllOfLoadPackage_HitCount=15, ResolveRedirectors_Duration=0.001475ms, ResolveRedirectors_HitCount=15, CacheForCookedPlatformData_Duration=1.734693ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.058711ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.076409ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.669506ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_329, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C25F0AA4434FAD95C399DCB32877C__3C5BFA81A17D8CFE09D86A05346BFF1F1568772B, StartTime=2015.11.17-19.23.45, HierarchicalDDC, Duration=0.010915ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdFDCD332B411A5021F507BFBA0351BFB5_46, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C25F0AA4434FAD95C399DCB32877C__3C5BFA81A17D8CFE09D86A05346BFF1F1568772B, StartTime=2015.11.17-19.23.45, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.174943ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionId7AE4EFFB44E62D3067F0F28E6FE87736_47, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C25F0AA4434FAD95C399DCB32877C__F9C48EB226BBE8678412D2FA9F8F6414C0AF8240, StartTime=2015.11.17-19.23.45, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=1.027241ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdD4F0C1F043394CD19C88C793F6D73D94_44, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C25F0AA4434FAD95C399DCB32877C__1EDF00FCB9562E717B43F900063C2EC891004D4F, StartTime=2015.11.17-19.23.45, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.592392ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionId1F7D909A43E8F29E0379E3B1B5C75A82_46, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C25F0AA4434FAD95C399DCB32877C__280A88EACD9BCBBE505626E96B2A7B43B3526266, StartTime=2015.11.17-19.23.45, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.317141ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_274, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Aluminum01.uasset, FlushAsyncLoading=0.019472ms, FlushStreamingFunc=0.005014ms, BlockTillAllRequestsFinished=0.003837ms, ResetLoadersForSaveUnMarkAllObjects=0.266694ms, TagPackageExports=0.095878ms, BeginCacheForCookedPlatformData=0.034519ms, SerializeImports=0.054576ms, GatherLocalizableTextData=0.002950ms, MarkNames=0.003245ms, SerializeSummary=0.010327ms, SerializeNames=0.014160ms, SerializeGatherableTextData=0.002068ms, BuildExportMap=0.009146ms, SortExportsNonSeekfree=0.004128ms, SortExportsSeekfreeConstructor=0.010327ms, SortExportsSeekfreeInner=0.169341ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.007078ms, SerializeImportMap=0.004128ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021242ms, SerializeExports=0.050448ms, SerializeBulkData=0.057530ms, AsyncWrite=0.114173ms, UnaccountedTime=0.151340ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionPad2.uasset, AllOfLoadPackage_Duration=4.303105ms, AllOfLoadPackage_HitCount=9, ResolveRedirectors_Duration=0.001471ms, ResolveRedirectors_HitCount=9, CacheForCookedPlatformData_Duration=1.051731ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.053693ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.072870ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.303481ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_330, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__536E815204A7A55A1C3DC28912842A9998DC951D, StartTime=2015.11.17-19.23.45, HierarchicalDDC, Duration=0.008557ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdD4F0C1F043394CD19C88C793F6D73D94_45, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__536E815204A7A55A1C3DC28912842A9998DC951D, StartTime=2015.11.17-19.23.45, HierarchicalDDC, DataSize=3883 bytes, Retrieved=true, Duration=0.564363ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionId7AE4EFFB44E62D3067F0F28E6FE87736_48, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__A885F07B0952CD16CE13DADC3D75FAA72804CE9A, StartTime=2015.11.17-19.23.45, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.167862ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdFDCD332B411A5021F507BFBA0351BFB5_47, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__E711B9F5E3FE93BF616817FF2150AFFDB1723C2E, StartTime=2015.11.17-19.23.45, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.105027ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_275, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionPad2.uasset, FlushAsyncLoading=0.017997ms, FlushStreamingFunc=0.005607ms, BlockTillAllRequestsFinished=0.005603ms, ResetLoadersForSaveUnMarkAllObjects=0.208873ms, TagPackageExports=0.079066ms, BeginCacheForCookedPlatformData=0.055168ms, SerializeImports=0.081129ms, GatherLocalizableTextData=0.004720ms, MarkNames=0.005603ms, SerializeSummary=0.011213ms, SerializeNames=0.024188ms, SerializeGatherableTextData=0.003543ms, BuildExportMap=0.014160ms, SortExportsNonSeekfree=0.006489ms, SortExportsSeekfreeConstructor=0.014752ms, SortExportsSeekfreeInner=0.271119ms, SortExportsSeekfree=0.004720ms, BuildDependencyMap=0.008851ms, SerializeImportMap=0.004426ms, SerializeExportMap=0.004128ms, SerializeDependencyMap=0.003543ms, SerializeStringAssetReferenceMap=0.003245ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016224ms, SerializeExports=0.083491ms, SerializeBulkData=0.013571ms, AsyncWrite=0.089686ms, UnaccountedTime=0.175238ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Content/Materials/M_MR_Rock2.uasset, AllOfLoadPackage_Duration=0.026550ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000298ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004426ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.035107ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011507ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.482159ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_276, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Materials/M_MR_Rock2.uasset, FlushAsyncLoading=0.011209ms, FlushStreamingFunc=0.002950ms, BlockTillAllRequestsFinished=0.002358ms, ResetLoadersForSaveUnMarkAllObjects=0.228342ms, TagPackageExports=0.017110ms, BeginCacheForCookedPlatformData=0.003245ms, SerializeImports=0.018291ms, GatherLocalizableTextData=0.006784ms, MarkNames=0.004720ms, SerializeSummary=0.006195ms, SerializeNames=0.019766ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.009444ms, SortExportsNonSeekfree=0.003539ms, SortExportsSeekfreeConstructor=0.007376ms, SortExportsSeekfreeInner=0.296194ms, SortExportsSeekfree=0.004426ms, BuildDependencyMap=0.005607ms, SerializeImportMap=0.002656ms, SerializeExportMap=0.002064ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015929ms, SerializeExports=0.012390ms, SerializeBulkData=0.007082ms, AsyncWrite=0.049859ms, UnaccountedTime=0.060476ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
../../../Engine/Content/MobileResources/HUD/T_Castle_ThumbstickInner.uasset, AllOfLoadPackage_Duration=2.998538ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000887ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=0.364933ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.052810ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.077292ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.723778ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_331, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_A4535AA24BB699361857049E2A844B2__33DC436FC8699D1B1039C88C7BD1A5C66D1E258A, StartTime=2015.11.17-19.23.45, HierarchicalDDC, Duration=0.010621ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdFDCD332B411A5021F507BFBA0351BFB5_48, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_A4535AA24BB699361857049E2A844B2__33DC436FC8699D1B1039C88C7BD1A5C66D1E258A, StartTime=2015.11.17-19.23.45, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=0.110928ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
SavePackageTransactionId236857464B1E47859D40DCB37E41D0DC_277, Filename=E:/University Work/Junior Senior/MiningRush - Copy/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/T_Castle_ThumbstickInner.uasset, FlushAsyncLoading=0.012096ms, FlushStreamingFunc=0.003245ms, BlockTillAllRequestsFinished=0.003543ms, ResetLoadersForSaveUnMarkAllObjects=0.123020ms, TagPackageExports=0.048090ms, BeginCacheForCookedPlatformData=0.033040ms, SerializeImports=0.050746ms, GatherLocalizableTextData=0.002947ms, MarkNames=0.003837ms, SerializeSummary=0.007965ms, SerializeNames=0.017110ms, SerializeGatherableTextData=0.001773ms, BuildExportMap=0.008848ms, SortExportsNonSeekfree=0.003837ms, SortExportsSeekfreeConstructor=0.010028ms, SortExportsSeekfreeInner=0.163734ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.005901ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.002358ms, SerializeDependencyMap=0.001773ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010621ms, SerializeExports=0.046909ms, SerializeBulkData=0.008553ms, AsyncWrite=0.056349ms, UnaccountedTime=0.120956ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
../../../Engine/Content/MobileResources/HUD/MobileHUDButton2_off.uasset, AllOfLoadPackage_Duration=3.062550ms, AllOfLoadPackage_HitCount=9, ResolveRedirectors_Duration=0.001177ms, ResolveRedirectors_HitCount=9, CacheForCookedPlatformData_Duration=1.467407ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.076998ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.114761ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.942087ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdEC9357694D12FC379E5DF184F8EDA456_332, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D5542AFE4886708885DF42B1BE8F6__E8E1BDB0D057288DAED17D58CD776918028D2DCF, StartTime=2015.11.17-19.23.45, HierarchicalDDC, Duration=0.017405ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
DDCTransactionIdD4F0C1F043394CD19C88C793F6D73D94_46, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D5542AFE4886708885DF42B1BE8F6__E8E1BDB0D057288DAED17D58CD776918028D2DCF, StartTime=2015.11.17-19.23.45, HierarchicalDDC, DataSize=2244 bytes, Retrieved=true, Duration=0.631038ms, RunGuid=RunIDC952DD5B4A67A23D07DE39826FB63120
